sms_msg,sms_resDate,category,status
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1160명 입니다.",2025.5.4 4:59,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 1127명 입니다.",2025.5.5 4:56,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 739명 입니다.",2025.5.6 5:02,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 928명 입니다.",2025.5.7 5:00,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 613명 입니다.",2025.5.8 5:05,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 747명 입니다.",2025.5.9 5:10,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:00분이며, 탑승인원은 1,130명 입니다.",2025.5.10 2:45,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 877명 입니다.",2025.5.11 4:46,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1061명 입니다.",2025.5.12 5:01,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1023명 입니다.",2025.5.13 4:58,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 846명 입니다.",2025.5.14 4:53,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 명 788입니다.",2025.5.15 4:58,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 854명 입니다.",2025.5.16 5:04,사람,입항 예정
"? 울릉크루즈 당일 주민 승선권 발권 알림    - 기      간 : 2025. 5. 19.(월)부터    - 내      용 : 군민 당일 승선권 30매    - 발권방법 : 선착순   ""울릉군은 군민 승선권 확",2025.5.16 13:22,사람,미정
? 울릉크루즈 당일 주민 승선권 발권 알림   - 기      간 : 2025. 5. 19.(월)부터   - 내      용 : 군민 당일 승선권 30매   - 발권방법 : 선착순,2025.5.16 13:26,사람,미정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1111명 입니다.",2025.5.17 4:58,사람,입항 예정
울릉크루즈 주민표 발권에 대하여 안내 말씀 드립니다.,2025.5.17 14:19,사람,미정
"울릉크루즈는 울릉주민 판매분 20석+당일 현장 취소분 10석 등 총 30석을 확보할 예정이오며, 사전결제가 진행되었거나 이미 매진이 된 항차에 있어서는 좌석확보가 어려울 수도 있습니다.",2025.5.17 14:20,사람,미정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 725명 입니다.",2025.5.18 4:57,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1038명 입니다.",2025.5.19 4:57,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 1149명 입니다.",2025.5.20 5:12,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1,069명 입니다.",2025.5.21 4:54,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 842명 입니다.",2025.5.22 5:04,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 867명 입니다.",2025.5.23 4:59,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1,165명 입니다.",2025.5.24 5:00,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 901명 입니다.",2025.5.25 5:10,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1,081명 입니다.",2025.5.26 4:55,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1,030명 입니다.",2025.5.27 5:02,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1,022명 입니다.",2025.5.28 4:57,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 782명 입니다.",2025.5.29 4:58,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 885명 입니다.",2025.5.30 5:13,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1.124명 입니다.",2025.5.31 5:00,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1016명 입니다.",2025.6.1 5:04,사람,입항 예정
"금일(2일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 645명 입니다.",2025.6.2 4:57,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 784명 입니다",2025.6.3 5:00,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00분이며, 탑승인원은 554명 입니디",2025.6.4 4:45,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,044명 입니다.",2025.6.5 5:10,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,172명 입니다.",2025.6.6 5:04,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,042명 입니다.",2025.6.7 5:03,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 844명 입니다.",2025.6.8 4:58,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 898명 입니다.",2025.6.9 5:04,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,013명 입니다.",2025.6.10 5:06,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,092명 입니다.",2025.6.11 5:02,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 09:20분이며, 탑승인원은 877명 입니다.",2025.6.12 5:14,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 763명 입니다.",2025.6.13 5:02,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,146명 입니다.",2025.6.14 4:55,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 724명 입니다.",2025.6.15 3:44,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1090명 입니다.",2025.6.17 4:58,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 817명 입니다.",2025.6.18 4:59,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 735명 입니다.",2025.6.19 5:04,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 748명 입니다.",2025.6.20 4:54,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 08:20분이며, 탑승인원은 900명 입니다.",2025.6.21 5:56,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 544명 입니다.",2025.6.22 5:02,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 717명 입니다.",2025.6.23 5:05,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 963명 입니다.",2025.6.24 5:06,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 598명 입니다.",2025.6.25 5:14,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 743명 입니다.",2025.6.26 4:57,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 752명 입니다.",2025.6.27 4:50,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 837명 입니다.",2025.6.28 5:00,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 434명 입니다.",2025.6.29 5:00,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 523명 입니다.",2025.6.30 4:59,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 478명 입니다.",2025.7.1 5:09,사람,입항 예정
울릉크루즈 선박전검으로 인하여2025. 07. 02. ~ 07.03.(2일간) 현포마을 일일택배를 운영하지 않으니 이용에 불편없으시길 바랍니다.,2025.7.1 17:08,사람,미정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 824명 입니다.",2025.7.4 5:06,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,100명 입니다.",2025.7.5 5:00,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 342명 입니다.",2025.7.6 5:01,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 769명 입니다.",2025.7.7 5:01,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 664명 입니다.",2025.7.8 4:59,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 543명 입니다.",2025.7.9 5:04,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 542명 입니다.",2025.7.10 5:09,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 636명 입니다.",2025.7.11 4:56,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1.000명 입니다.",2025.7.12 4:56,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 456명 입니다.",2025.7.13 4:52,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 604명 입니다.",2025.7.14 4:23,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 820명 입니다.",2025.7.16 4:25,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 394명 입니다.",2025.7.17 4:33,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 732명 입니다.",2025.7.18 5:04,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1.007명 입니다.",2025.7.19 4:47,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 569명 입니다.",2025.7.20 4:57,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 744명 입니다.",2025.7.21 5:08,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 937명 입니다.",2025.7.22 5:11,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 715명 입니다.",2025.7.23 5:11,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 948명 입니다.",2025.7.24 4:52,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 948명 입니다.",2025.7.25 4:49,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.171명 입니다.",2025.7.26 4:49,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.143명 입니다.",2025.7.27 4:52,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.171명 입니다.",2025.7.28 4:55,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.171명 입니다.",2025.7.29 5:12,사람,입항 예정
울릉크루즈 입항시 출구쪽 양쪽 도로에 불법 주.정차 차량으로 보행자의 안전 위험이 매우 높음으로 주민 및 울릉을 방문하는 관광객의 안전을 위하여 사동항 주차장을 이용 부탁드립니다,2025.7.29 8:59,사람,미정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.156명 입니다.",2025.7.30 4:50,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.154명 입니다.",2025.7.31 5:03,사람,입항 예정
울릉크루즈 입항시 출구쪽 양쪽 도로에 불법 주.정차 차량으로 보행자의 안전 위험이 매우 높음으로 주민 및 울릉을 방문하는 관광객의 안전을 위하여 사동항 주차장을 이용 부탁드립니다,2025.7.31 17:28,사람,미정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.142명 입니다.",2025.8.1 4:52,사람,입항 예정
"금일(2일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.131명 입니다.",2025.8.2 4:49,사람,입항 예정
"금일(3일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.134명 입니다.",2025.8.3 4:52,사람,입항 예정
"금일(4일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:40분이며, 탑승인원은 1.145명 입니다.",2025.8.4 4:50,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1.082명 입니다.",2025.8.5 5:09,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 950명 입니다.",2025.8.6 5:18,사람,입항 예정
"""추석 연휴 귀성객 선표 확보 안내"" ""현재 추석 연휴 포항~울릉 항로의 울릉크루즈 선표 매진이 임박했습니다.  썬라이즈호가 8월 29일부터 운항을 재개합니다. 선표 확보를 원하시는 분들은 서둘러 예매하시기 바랍니다",2025.8.6 9:55,사람,미정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,008명 입니다.",2025.8.7 5:17,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 945명 입니다.",2025.8.8 5:00,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 946명 입니다.",2025.8.9 4:48,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 612명 입니다.",2025.8.10 4:52,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 835명 입니다.",2025.8.11 4:50,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 779명 입니다.",2025.8.12 4:56,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 795명 입니다.",2025.8.13 4:55,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1171명 입니다.",2025.8.14 4:51,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1173명 입니다.",2025.8.15 4:54,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1068명 입니다.",2025.8.16 5:05,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 734명 입니다.",2025.8.17 5:05,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 909명 입니다.",2025.8.18 4:52,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 623명 입니다.",2025.8.19 4:56,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 406명 입니다.",2025.8.20 5:00,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 564명 입니다.",2025.8.21 4:54,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 744명 입니다.",2025.8.22 4:54,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1005명 입니다.",2025.8.23 4:49,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 397명 입니다.",2025.8.24 4:53,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 623명 입니다.",2025.8.25 5:15,사람,입항 예정
"일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 633명 입니다.",2025.8.26 5:01,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 592명 입니다.",2025.8.27 4:53,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 674명 입니다.",2025.8.28 5:09,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 901명 입니다.",2025.8.29 5:02,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 875명 입니다.",2025.8.30 4:57,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 336명 입니다.",2025.8.31 4:51,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 658명 입니다.",2025.9.1 4:56,사람,입항 예정
[현포마을 일일택배 접수안내] 9.2~9.3 울릉크루즈 선박점검으로 인해 당일택배가 불가하오니 참고바랍니다. 9.4(목) 재개될 예정입니다.,2025.9.1 11:57,선박,미정
"금일(4일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1165명 입니다.",2025.9.4 5:02,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 884명 입니다.",2025.9.5 5:01,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1173명 입니다.",2025.9.6 4:42,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 607명 입니다.",2025.9.7 4:51,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 753명 입니다.",2025.9.8 4:48,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 832명 입니다.",2025.9.9 4:48,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 558명 입니다.",2025.9.10 5:02,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 766명 입니다.",2025.9.11 5:05,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,087명 입니다.",2025.9.12 5:04,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,128명 입니다.",2025.9.13 4:55,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 705명 입니다.",2025.9.14 4:45,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 903명 입니다.",2025.9.15 4:56,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1030명 입니다.",2025.9.16 4:45,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 623명 입니다.",2025.9.17 4:51,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 971명 입니다.",2025.9.18 4:56,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 927명 입니다.",2025.9.19 4:53,사람,입항 예정
"정정:금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 927명 입니다.",2025.9.19 4:55,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:50분이며, 탑승인원은 1148명 입니다.",2025.9.20 5:12,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 849명 입니다.",2025.9.21 4:57,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 793명 입니다.",2025.9.22 4:51,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 801명 입니다.",2025.9.23 5:01,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 651명 입니다.",2025.9.24 4:55,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 863명 입니다.",2025.9.25 5:10,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 854명 입니다.",2025.9.26 4:59,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1070명 입니다.",2025.9.27 4:52,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 452명 입니다.",2025.9.28 4:54,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 590명 입니다.",2025.9.29 5:19,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 497명 입니다.",2025.9.30 5:07,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 405명 입니다.",2025.10.1 4:58,사람,입항 예정
"금일(2일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 747명 입니다.",2025.10.2 4:52,사람,입항 예정
"금일(3일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1165명 입니다.",2025.10.3 4:52,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1141명 입니다.",2025.10.4 4:54,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1163명 입니다.",2025.10.5 4:52,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1,139명 입니다.",2025.10.6 5:05,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1,170명 입니다.",2025.10.7 4:40,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1146명 입니다.",2025.10.8 4:56,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1,168명 입니다.",2025.10.9 4:45,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1,076명 입니다.",2025.10.10 4:37,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 848명 입니다.",2025.10.11 4:37,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 862명 입니다.",2025.10.12 5:02,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 759명 입니다.",2025.10.13 4:46,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 802명 입니다.",2025.10.14 4:54,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 659명 입니다.",2025.10.15 5:07,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 768명 입니다.",2025.10.16 4:55,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 651명 입니다.",2025.10.17 4:50,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 1007명 입니다.",2025.10.18 4:53,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00분이며, 탑승인원은 741명 입니다.",2025.10.19 4:58,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1174명 입니다.",2025.10.21 4:59,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 859명 입니다.",2025.10.22 5:04,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 997명 입니다.",2025.10.23 4:51,사람,입항 예정
